book_id,book_title,library_final,collection,req_no,part,old_page_count,pan_dir_id_status,bucket,webp_status,webp_prefix,source_url,source_root,source_relative_path,author
fuji-RB00002020,金匱玉函要略方論講義 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/173,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002020/,,fujikawa,fujikawa/fuji-RB00002020,越智正隆著
fuji-RB00002022,金匱直解 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/175,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002022/,,fujikawa,fujikawa/fuji-RB00002022,(漢)張機(仲景)撰 ・(清)程林(雲来)註
fuji-RB00002025,金匱要略聞書 4巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/251,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002025/,,fujikawa,fujikawa/fuji-RB00002025,吉益南涯(猷)講説・伊藤祐義筆記
fuji-RB00002029,金匱要略精義 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/183,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002029/,,fujikawa,fujikawa/fuji-RB00002029,吉益北洲(順)著
fuji-RB00002036,金鶏医談 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/190,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002036/,,fujikawa,fujikawa/fuji-RB00002036,畑秀龍(道雲)著
fuji-RB00002037,金鶏医談 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/191,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002037/,,fujikawa,fujikawa/fuji-RB00002037,畑秀龍(道雲)著
fuji-RB00002039,金鶏医談 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/193,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002039/,,fujikawa,fujikawa/fuji-RB00002039,畑秀龍(道雲)著
fuji-RB00002040,金傷全書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/196,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002040/,,fujikawa,fujikawa/fuji-RB00002040,
fuji-RB00002058,金瘡神機 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/201,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002058/,,fujikawa,fujikawa/fuji-RB00002058,
fuji-RB00002059,金瘡治範 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/208,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002059/,,fujikawa,fujikawa/fuji-RB00002059,
fuji-RB00002065,金瘡秘伝 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/204,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002065/,,fujikawa,fujikawa/fuji-RB00002065,中村入道等伝
fuji-RB00002066,(永井流)金瘡秘伝 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/205,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002066/,,fujikawa,fujikawa/fuji-RB00002066,(於有馬湯治)宮木新太郎相伝
fuji-RB00002068,金瘡秘話 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/209,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002068/,,fujikawa,fujikawa/fuji-RB00002068,華岡青洲(震)著
fuji-RB00002070,錦袋 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/217,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002070/,,fujikawa,fujikawa/fuji-RB00002070,
fuji-RB00002072,琴堂方鑑 10巻(巻1ー5・8-12) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/216,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002072/,,fujikawa,fujikawa/fuji-RB00002072,石崎子直著
fuji-RB00002079,錦嚢叢書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/224,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002079/,,fujikawa,fujikawa/fuji-RB00002079,
fuji-RB00002080,禁方小牘 6巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,キ/225,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002080/,,fujikawa,fujikawa/fuji-RB00002080,千野良岱(元達)著
fuji-RB00002091,日下玉眼一流 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/3,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002091/,,fujikawa,fujikawa/fuji-RB00002091,朝倉信明著
fuji-RB00002094,駆豎斎詩鈔 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/6,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002094/,,fujikawa,fujikawa/fuji-RB00002094,新宮涼庭(碩)著
fuji-RB00002097,駆豎斎方府 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/9,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002097/,,fujikawa,fujikawa/fuji-RB00002097,新宮涼庭(碩)口授
fuji-RB00002101,医言霊 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,イ/138,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002101/,,fujikawa,fujikawa/fuji-RB00002101,森川宗円著・脇田信親撰
fuji-RB00002102,くすしの一言 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/10,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002102/,,fujikawa,fujikawa/fuji-RB00002102,権田直助述
fuji-RB00002106,愚肰口授 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/14,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002106/,,fujikawa,fujikawa/fuji-RB00002106,森友益(雲竹)口授・森立之(枳園)編
fuji-RB00002109,熊膽真偽弁 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/16,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002109/,,fujikawa,fujikawa/fuji-RB00002109,穂積保著
fuji-RB00002111,栗崎一流膏書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/18,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002111/,,fujikawa,fujikawa/fuji-RB00002111,
fuji-RB00002113,栗崎外科 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/19,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002113/,,fujikawa,fujikawa/fuji-RB00002113,栗崎正羽(道有)著
fuji-RB00002116,栗崎家南蛮油取様並功能 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/33,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002116/,,fujikawa,fujikawa/fuji-RB00002116,
fuji-RB00002117,栗崎十一膏 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/20,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002117/,,fujikawa,fujikawa/fuji-RB00002117,
fuji-RB00002118,栗崎流悪症療治秘伝 1巻(巻2のみ) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/34,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002118/,,fujikawa,fujikawa/fuji-RB00002118,
fuji-RB00002120,栗崎流金創秘訣 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/36,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002120/,,fujikawa,fujikawa/fuji-RB00002120,栗崎正羽(道有)著
fuji-RB00002124,栗崎流外科秘録 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/40,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002124/,,fujikawa,fujikawa/fuji-RB00002124,
fuji-RB00002129,栗本先生禁方録 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/21,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002129/,,fujikawa,fujikawa/fuji-RB00002129,福田章因(見理)編
fuji-RB00002131,(海軍)軍医寮薬局方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ヤ/5,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002131/,,fujikawa,fujikawa/fuji-RB00002131,前田清則訳
fuji-RB00002134,軍陣救急便方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/23,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002134/,,fujikawa,fujikawa/fuji-RB00002134,高島烈著
fuji-RB00002136,軍中備要 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/42,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002136/,,fujikawa,fujikawa/fuji-RB00002136,(泰西)倔典華遏弗著・高橋盈訳稿
fuji-RB00002137,軍中備要方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/24,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002137/,,fujikawa,fujikawa/fuji-RB00002137,太田善良著
fuji-RB00002140,群方類鈔 8巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ク/27,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002140/,,fujikawa,fujikawa/fuji-RB00002140,
fuji-RB00002141,慶庵治眼方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/1,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002141/,,fujikawa,fujikawa/fuji-RB00002141,
fuji-RB00002142,芸海珠塵 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/2,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002142/,,fujikawa,fujikawa/fuji-RB00002142,(清)呉省蘭(泉之)輯
fuji-RB00002145,瘈狗傷考 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/5,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002145/,,fujikawa,fujikawa/fuji-RB00002145,原南陽(昌克)著
fuji-RB00002150,経穴彙輯 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/9,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002150/,,fujikawa,fujikawa/fuji-RB00002150,杉徳(榕塘)輯
fuji-RB00002154,経穴纂要 5巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/13,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002154/,,fujikawa,fujikawa/fuji-RB00002154,小阪営昇(元祐)著
fuji-RB00002156,経穴指掌 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/15,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002156/,,fujikawa,fujikawa/fuji-RB00002156,高田玄達著
fuji-RB00002157,経穴指掌 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/16,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002157/,,fujikawa,fujikawa/fuji-RB00002157,高田玄達著
fuji-RB00002158,経穴示蒙 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/17,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002158/,,fujikawa,fujikawa/fuji-RB00002158,西村公密(玄周)著
fuji-RB00002159,経穴示蒙 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/18,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002159/,,fujikawa,fujikawa/fuji-RB00002159,西村公密(玄周)著
fuji-RB00002160,経穴図解 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/182,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002160/,,fujikawa,fujikawa/fuji-RB00002160,
fuji-RB00002161,経穴秘授 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/19,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002161/,,fujikawa,fujikawa/fuji-RB00002161,鹿島忠敬著
fuji-RB00002162,経穴甫改鈔 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/20,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002162/,,fujikawa,fujikawa/fuji-RB00002162,
fuji-RB00002166,経験眼病書目録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/25,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002166/,,fujikawa,fujikawa/fuji-RB00002166,
fuji-RB00002171,(摸私多)経験書抜粋 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/29,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002171/,,fujikawa,fujikawa/fuji-RB00002171,
fuji-RB00002175,経験舌証明鑑 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/31,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002175/,,fujikawa,fujikawa/fuji-RB00002175,
fuji-RB00002176,経験千方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/32,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002176/,,fujikawa,fujikawa/fuji-RB00002176,佩芳園(無価散人)編
fuji-RB00002177,経験千方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/33,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002177/,,fujikawa,fujikawa/fuji-RB00002177,佩芳園(無価散人)編
fuji-RB00002178,(経験)治痘論 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,チ/37,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002178/,,fujikawa,fujikawa/fuji-RB00002178,池田晋(霧渓)著
fuji-RB00002179,(経験)治痘論 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,チ/38,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002179/,,fujikawa,fujikawa/fuji-RB00002179,池田晋(霧渓)著
fuji-RB00002180,経験日新録 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/171,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002180/,,fujikawa,fujikawa/fuji-RB00002180,奥田貞(知春)著
fuji-RB00002186,経験妙薬集 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/40,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002186/,,fujikawa,fujikawa/fuji-RB00002186,
fuji-RB00002187,経験要穴 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/41,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002187/,,fujikawa,fujikawa/fuji-RB00002187,高田玄達著
fuji-RB00002188,経験略疫門口義 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/44,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002188/,,fujikawa,fujikawa/fuji-RB00002188,権田直助講説・宮西諸助等筆記
fuji-RB00002190,経験良方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/43,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002190/,,fujikawa,fujikawa/fuji-RB00002190,西脇典(秀挺)撰・江馬蘭斎(元恭)閲
fuji-RB00002200,景宋本備急灸方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ヒ/3,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002200/,,fujikawa,fujikawa/fuji-RB00002200,銭徳培撰
fuji-RB00002210,経脈薬註 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/60,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002210/,,fujikawa,fujikawa/fuji-RB00002210,名護屋玄医著
fuji-RB00002211,経兪玉淵鈔 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/58,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002211/,,fujikawa,fujikawa/fuji-RB00002211,
fuji-RB00002212,形容字鈔録 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/174,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002212/,,fujikawa,fujikawa/fuji-RB00002212,山田椿庭(業広)編
fuji-RB00002213,逕養生 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/59,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002213/,,fujikawa,fujikawa/fuji-RB00002213,
fuji-RB00002215,経絡括要 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/173,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002215/,,fujikawa,fujikawa/fuji-RB00002215,横山玄周著
fuji-RB00002216,経絡之図 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/61,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002216/,,fujikawa,fujikawa/fuji-RB00002216,
fuji-RB00002218,経絡発明 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/63,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002218/,,fujikawa,fujikawa/fuji-RB00002218,菊地周之(玄蔵)著
fuji-RB00002223,外家奇方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/67,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002223/,,fujikawa,fujikawa/fuji-RB00002223,
fuji-RB00002227,外科極秘之書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/70,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002227/,,fujikawa,fujikawa/fuji-RB00002227,
fuji-RB00002228,外科撮要 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/71,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002228/,,fujikawa,fujikawa/fuji-RB00002228,青木絚剬著
fuji-RB00002229,外科撮要 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/72,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002229/,,fujikawa,fujikawa/fuji-RB00002229,青木絚剬著
fuji-RB00002230,外科収功 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/73,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002230/,,fujikawa,fujikawa/fuji-RB00002230,大槻磐里(茂禎)著
fuji-RB00002232,外科衆方規矩 7巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/76,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002232/,,fujikawa,fujikawa/fuji-RB00002232,神保玄洲著
fuji-RB00002234,外科手術書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/183,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002234/,,fujikawa,fujikawa/fuji-RB00002234,
fuji-RB00002235,外科手術書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/184,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002235/,,fujikawa,fujikawa/fuji-RB00002235,
fuji-RB00002236,外科書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/78,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002236/,,fujikawa,fujikawa/fuji-RB00002236,
fuji-RB00002238,外科小備 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/164,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002238/,,fujikawa,fujikawa/fuji-RB00002238,橘南谿(宮川春暉)著
fuji-RB00002249,外科精要 11巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/88,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002249/,,fujikawa,fujikawa/fuji-RB00002249,(蘭)我爾的児著
fuji-RB00002251,外科宗伝金瘡跌撲部 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/165,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002251/,,fujikawa,fujikawa/fuji-RB00002251,楢林鎮山(栄休)著
fuji-RB00002252,外科宗伝膏薬方 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/166,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002252/,,fujikawa,fujikawa/fuji-RB00002252,
fuji-RB00002253,外科断験 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/90,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002253/,,fujikawa,fujikawa/fuji-RB00002253,
fuji-RB00002254,外科単方 5巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/91,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002254/,,fujikawa,fujikawa/fuji-RB00002254,古林見宜(正温)著
fuji-RB00002255,(改補)外科調宝記 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/92,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002255/,,fujikawa,fujikawa/fuji-RB00002255,
fuji-RB00002256,外科通論 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/93,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002256/,,fujikawa,fujikawa/fuji-RB00002256,(蘭)勃大英口授
fuji-RB00002257,外科手引草 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,カ/72,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002257/,,fujikawa,fujikawa/fuji-RB00002257,玄々斎道人筆記
fuji-RB00002258,外科手引草 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,カ/73,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002258/,,fujikawa,fujikawa/fuji-RB00002258,玄々斎道人筆記
fuji-RB00002259,(三国流真伝)外科伝 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/95,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002259/,,fujikawa,fujikawa/fuji-RB00002259,村田某著
fuji-RB00002260,外科灯下医談 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/96,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002260/,,fujikawa,fujikawa/fuji-RB00002260,
fuji-RB00002261,外科はさみ 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/97,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002261/,,fujikawa,fujikawa/fuji-RB00002261,大槻玄沢(茂質)著
fuji-RB00002265,外科秘伝諸腫瘡見立 11巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/99,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002265/,,fujikawa,fujikawa/fuji-RB00002265,
fuji-RB00002269,外科方語譚 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/105,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002269/,,fujikawa,fujikawa/fuji-RB00002269,玄々斎道人筆記
fuji-RB00002271,撃蒙医約 3巻(巻1ノ上欠) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/107,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002271/,,fujikawa,fujikawa/fuji-RB00002271,浅井昌英述
fuji-RB00002274,外台秘要方藍川標記 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,カ/46,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002274/,,fujikawa,fujikawa/fuji-RB00002274,(唐)王燾撰・森立之(枳園)抄録
fuji-RB00002276,外台薬註 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,カ/48,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002276/,,fujikawa,fujikawa/fuji-RB00002276,
fuji-RB00002277,結舌編 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/109,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002277/,,fujikawa,fujikawa/fuji-RB00002277,安本恭著
fuji-RB00002278,結舌編 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ケ/110,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002278/,,fujikawa,fujikawa/fuji-RB00002278,安本恭著
